School Name,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,CompletionRate150,Admission Rate (%),RetentionRate,SAT Average,x0_Private ForProfit,x0_Private NonProfit,x0_Public
Drake University,67.21000000000001,107316.0,2814.0,57643.0,77.79,67.92,86.14,1254.0,0.0,1.0,0.0
University of Dubuque,100.0,82836.0,1778.0,47188.0,45.7,78.63,66.41,1010.0,0.0,1.0,0.0
Faith Baptist Bible College and Theological Seminary,40.82,62652.0,288.0,28069.0,51.72,67.60000000000001,72.34,1152.0,0.0,1.0,0.0
Graceland University-Lamoni,89.03999999999999,76116.0,915.0,43960.0,40.86,68.07,78.24,1043.0,0.0,1.0,0.0
Grand View University,41.98,80928.0,1660.0,39864.0,55.56,97.02,68.60000000000001,1059.0,0.0,1.0,0.0
Grinnell College,83.27,136152.0,1490.0,70346.0,86.67,19.25,80.61,1448.0,0.0,1.0,0.0
Iowa State University,84.98,136392.0,26566.0,21740.0,74.72,88.42,88.63,1197.0,0.0,0.0,1.0
Iowa Wesleyan University,42.11,68688.0,650.0,45994.0,29.87,71.19,61.59,959.0,0.0,1.0,0.0
University of Iowa,86.38,141480.0,21909.0,24806.0,72.19,84.28,88.1,1229.0,0.0,0.0,1.0
Loras College,82.09,79860.0,1239.0,46290.0,69.62,58.38,78.53,1122.1472644374815,0.0,1.0,0.0
Luther College,76.62,92028.0,1794.0,57885.0,76.74,64.29,77.42,1229.0,0.0,1.0,0.0
Maharishi International University,89.29,43896.0,537.0,28730.0,42.86,100.0,46.67,1023.2287989356145,0.0,1.0,0.0
Mercy College of Health Sciences,46.56,71220.0,854.0,29813.0,51.22,91.67,62.16,1105.0,0.0,1.0,0.0
Morningside University,100.0,84468.0,1184.0,45927.0,60.34,68.60000000000001,68.66,1075.3791623453178,0.0,1.0,0.0
Mount Mercy University,100.0,63300.0,1376.0,48189.0,57.46,76.21,79.72,1045.248678478769,0.0,1.0,0.0
Ashford University,5.6000000000000005,87276.0,24832.0,25683.0,8.19,86.44848360362134,26.16,1082.3505641679333,1.0,0.0,0.0
University of Northern Iowa,79.75,100884.0,8204.0,21047.0,63.56,78.88,85.55,1149.0,0.0,0.0,1.0
Northwestern College,100.0,81276.0,1040.0,45760.0,68.57,73.77,78.97,1146.0,0.0,1.0,0.0
Palmer College of Chiropractic,81.13,75096.0,29.0,23076.7292781772,0.0,69.54884671016517,57.20036880220096,1024.6922719554432,0.0,1.0,0.0
Saint Ambrose University,100.0,89772.0,2299.0,46894.0,64.03999999999999,73.83999999999999,82.53,1110.0,0.0,1.0,0.0
Simpson College,54.86,79632.0,1218.0,53845.0,70.93,86.61999999999999,76.71,1149.0,0.0,1.0,0.0
Upper Iowa University,100.0,70488.0,2934.0,45237.0,27.06,65.3,74.02,1035.0,0.0,1.0,0.0
Waldorf University,31.37,66264.0,2457.0,34318.0,51.9,61.06,25.77,1018.0,1.0,0.0,0.0
Wartburg College,100.0,82356.0,1531.0,55508.0,68.32000000000001,71.72,82.37,1114.0,0.0,1.0,0.0
William Penn University,100.0,68412.0,1231.0,38337.0,37.31,55.03,60.61,1061.6196059524457,0.0,1.0,0.0
Baker University,27.64,74316.0,1331.0,44473.0,62.05,93.41,78.69,1102.0,0.0,1.0,0.0
Benedictine College,54.81,80484.0,1980.0,46309.0,65.02,96.78,83.59,1213.0,0.0,1.0,0.0
Bethany College,100.0,65448.0,742.0,49294.0,34.04,68.32000000000001,49.8,1035.0,0.0,1.0,0.0
Bethel College-North Newton,72.0,67608.0,482.0,43795.0,43.64,61.31999999999999,70.32000000000001,1031.0,0.0,1.0,0.0
Central Christian College of Kansas,25.0,45096.0,561.0,30742.0,22.99,70.76484178981778,64.29,1031.2395458792905,0.0,1.0,0.0
Emporia State University,88.21,83808.0,3081.0,19526.0,46.31,86.08,77.63,1047.940628422341,0.0,0.0,1.0
Fort Hays State University,50.63,86208.0,11916.0,18111.0,45.73,91.35,77.89,1132.0150058414388,0.0,0.0,1.0
Barclay College,48.65,59280.0,166.0,34250.0,41.46,47.98,79.31,1069.7509556448397,0.0,1.0,0.0
Friends University,100.0,79092.0,999.0,39879.0,41.99,57.54,66.67,1081.0,0.0,1.0,0.0
University of Kansas,84.6,124152.0,18438.0,26204.0,63.11,90.93,85.7,1227.0,0.0,0.0,1.0
Newman University,97.67,74076.0,977.0,41633.0,47.13,83.08,72.28999999999999,1044.6042408233723,0.0,1.0,0.0
Kansas State University,89.97,115608.0,16063.0,24626.0,67.52,94.15,87.16000000000001,1110.7057255160817,0.0,0.0,1.0
Kansas Wesleyan University,100.0,70392.0,743.0,44254.0,47.18,61.79,63.83,1078.8179973689428,0.0,1.0,0.0
Manhattan Christian College,59.09,62832.0,164.0,30594.0,37.68,48.95,51.43,1085.0,0.0,1.0,0.0
McPherson College,100.0,81900.0,808.0,44154.0,38.0,52.16,65.78,1072.934176672743,0.0,1.0,0.0
MidAmerica Nazarene University,100.0,78828.0,1099.0,48863.0,48.35,63.75999999999999,60.31999999999999,1124.7624647124749,0.0,1.0,0.0
Ottawa University-Ottawa,100.0,75900.0,719.0,47369.0,36.69,70.3,59.89,1012.0,0.0,1.0,0.0
Ottawa University-Kansas City,100.0,42720.0,250.0,23082.20675269431,25.014464033932573,73.33586052801796,51.20367012423985,1006.9449155411595,0.0,1.0,0.0
Pittsburg State University,67.5,89844.0,4566.0,18657.0,52.64,90.68,73.92999999999999,1092.5346554163425,0.0,0.0,1.0
University of Saint Mary,52.55,76044.0,762.0,42175.0,56.07,59.56,66.44,1020.0,0.0,1.0,0.0
Southwestern College,100.0,74052.0,1253.0,46869.0,38.21,56.24,53.13,1020.0,0.0,1.0,0.0
Sterling College,56.47,54768.0,569.0,40406.0,46.74,36.88,57.55,1061.0,0.0,1.0,0.0
Tabor College,43.02,61404.0,528.0,44240.0,42.14,46.39,49.6,1047.0,0.0,1.0,0.0
Washburn University,64.24,93516.0,4202.0,20011.0,51.2,86.61924316535323,69.65,1061.187097701044,0.0,0.0,1.0
Wichita State University,98.17,97836.0,10770.0,20418.0,48.43,79.63,70.88,1167.0,0.0,0.0,1.0
Alice Lloyd College,80.56,59748.0,569.0,25490.0,35.33,21.15,65.33,994.0,0.0,1.0,0.0
Asbury University,48.17,79464.0,1399.0,42462.0,63.580000000000005,75.14999999999999,80.62,1203.0,0.0,1.0,0.0
Bellarmine University,42.19,95616.0,2431.0,56319.0,64.31,82.37,83.77,1196.0,0.0,1.0,0.0
Berea College,87.77000000000001,98508.0,1432.0,54866.0,67.31,32.96,87.41,1189.0,0.0,1.0,0.0
Brescia University,42.99,68172.0,803.0,36939.0,35.980000000000004,47.83,70.67,1112.0,0.0,1.0,0.0
Campbellsville University,39.4,72180.0,2723.0,38502.0,36.1,77.64,64.45,1066.3419074901794,0.0,1.0,0.0
Centre College,93.2,99564.0,1333.0,56645.0,83.16,72.08,89.3,1325.0,0.0,1.0,0.0
Clear Creek Baptist Bible College,64.71000000000001,54156.0,84.0,19055.0,16.669999999999998,77.74965474048402,82.35,965.110639205316,0.0,1.0,0.0
Galen College of Nursing-Louisville,46.57,73344.0,2848.0,32506.119422220087,51.790000000000006,65.39331311794061,14.81,1071.731484559952,1.0,0.0,0.0
University of the Cumberlands,26.040000000000003,67812.0,4014.0,23624.0,40.05,81.44,65.72,1095.0,0.0,1.0,0.0
Eastern Kentucky University,60.0,85752.0,11255.0,23384.0,45.22,97.95,79.47999999999999,1116.0,0.0,0.0,1.0
Georgetown College,55.26,76428.0,1076.0,53196.0,55.720000000000006,72.16,71.34,1065.6615429158833,0.0,1.0,0.0
Kentucky State University,96.35,80832.0,1658.0,16885.0,30.0,83.98,78.5,959.0,0.0,0.0,1.0
Kentucky Wesleyan College,49.45,65460.0,840.0,40177.0,37.93,60.19,65.84,1083.0,0.0,1.0,0.0
University of Kentucky,87.56,130872.0,21788.0,30178.0,66.36,96.36,85.92,1223.0,0.0,0.0,1.0
Kentucky Christian University,27.84,57300.0,514.0,34496.0,31.41,28.29,59.53000000000001,970.0,0.0,1.0,0.0
Lindsey Wilson College,58.46,70536.0,1905.0,38208.0,39.84,65.66835762734806,68.14,1069.2424655122445,0.0,1.0,0.0
University of Louisville,53.55,97116.0,14309.0,28247.0,60.34,65.12,80.94,1198.0,0.0,0.0,1.0
Midway University,26.450000000000003,82728.0,1156.0,41077.0,51.35,73.06,67.35,1084.0,0.0,1.0,0.0
Morehead State University,74.88,77460.0,5680.0,22059.0,43.120000000000005,76.7,75.84,1090.5007428587905,0.0,0.0,1.0
Murray State University,78.73,78420.0,6981.0,21349.0,53.36,77.03,81.08,1179.0,0.0,0.0,1.0
Northern Kentucky University,97.19,93444.0,9604.0,17869.0,46.64,87.03,74.56,1144.0,0.0,0.0,1.0
University of Pikeville,62.16,76476.0,1073.0,33068.0,32.190000000000005,73.64294002263264,60.55,983.8103758028147,0.0,1.0,0.0
Spalding University,65.13,88584.0,842.0,38163.0,57.89,93.43,65.64999999999999,1026.0,0.0,1.0,0.0
Thomas More University,51.48,77388.0,1506.0,42003.0,39.49,91.91,67.60000000000001,1071.573906668091,0.0,1.0,0.0
Transylvania University,74.78,91536.0,959.0,53097.0,73.95,92.12,79.47999999999999,1267.0,0.0,1.0,0.0
Union College,100.0,59316.0,927.0,39439.0,27.73,57.330000000000005,61.8,1035.0,0.0,1.0,0.0
Western Kentucky University,72.41,93648.0,13086.0,21084.0,52.31,97.75,76.79,1130.0,0.0,0.0,1.0
Centenary College of Louisiana,70.13000000000001,85104.0,552.0,55300.0,55.71,63.690000000000005,76.16000000000001,1191.0,0.0,1.0,0.0
Dillard University,67.83,79428.0,1214.0,33421.0,49.54,65.31,69.97,1044.0,0.0,1.0,0.0
Grambling State University,98.47,71916.0,4511.0,24332.0,42.11,93.22,77.08,942.0,0.0,0.0,1.0
Louisiana State University Health Sciences Center-New Orleans,72.97,100944.0,904.0,40513.31220298102,46.29077332438845,61.78412652649649,71.76000761241895,1169.0633565138107,0.0,0.0,1.0
Louisiana State University-Alexandria,56.44,72144.0,3208.0,14207.0,31.22,63.54,59.93000000000001,1042.0,0.0,0.0,1.0
Louisiana State University and Agricultural & Mechanical College,90.48,121068.0,25203.0,32724.0,69.56,73.38,85.95,1229.0,0.0,0.0,1.0
Louisiana State University-Shreveport,65.13,97092.0,2290.0,19065.0,36.94,82.67999999999999,61.63,1133.0,0.0,0.0,1.0
Louisiana College,63.96,68952.0,868.0,27669.0,33.62,71.16,61.18,1082.0,0.0,1.0,0.0
Louisiana Tech University,76.44,94896.0,7923.0,21927.0,61.42,63.57000000000001,80.78,1216.0,0.0,0.0,1.0
Loyola University New Orleans,60.36,101556.0,3144.0,54417.0,58.88,72.39,82.85,1160.0,0.0,1.0,0.0
McNeese State University,100.0,82908.0,5825.0,19489.0,43.5,63.3,71.63000000000001,1136.0,0.0,0.0,1.0
University of New Orleans,70.50999999999999,98448.0,5985.0,20864.0,41.49,82.91,69.87,1088.0,0.0,0.0,1.0
Nicholls State University,100.0,77244.0,5664.0,21275.0,45.48,93.29,75.49,1104.0,0.0,0.0,1.0
University of Louisiana at Monroe,70.61,88536.0,5676.0,20851.0,56.8,77.98,74.18,1118.0,0.0,0.0,1.0
Northwestern State University of Louisiana,59.47,77820.0,8181.0,22940.0,47.49,94.85,75.59,1050.0,0.0,0.0,1.0
University of Holy Cross,46.88,92100.0,549.0,23715.0,37.5,52.73,67.21000000000001,1138.2331355978245,0.0,1.0,0.0
Franciscan Missionaries of Our Lady University,100.0,89988.0,944.0,26751.0,38.2,46.650000000000006,79.66,1120.0,0.0,1.0,0.0
Southeastern Louisiana University,82.12,82752.0,11084.0,21073.0,40.13,97.37,72.1,1105.0,0.0,0.0,1.0
Southern University and A & M College,93.31,84504.0,5350.0,23592.0,28.22,43.45,60.08,975.0,0.0,0.0,1.0
Southern University at New Orleans,65.49000000000001,74028.0,1439.0,16762.0,18.84,72.0,41.63,925.0,0.0,0.0,1.0
University of Louisiana at Lafayette,79.36999999999999,98568.0,12972.0,22948.0,51.17,67.28,79.43,1148.0,0.0,0.0,1.0
Tulane University of Louisiana,66.89,145020.0,8537.0,75628.0,85.77,11.11,91.98,1427.0,0.0,1.0,0.0
Xavier University of Louisiana,84.48,111264.0,2502.0,36391.0,49.74,80.62,77.03999999999999,1112.0,0.0,1.0,0.0
College of the Atlantic,100.0,101436.0,364.0,54899.0,65.82000000000001,75.8,88.57000000000001,1143.1660085976891,0.0,1.0,0.0
Bates College,89.59,133584.0,1876.0,73538.0,92.46,14.099999999999998,89.75999999999999,1387.8098564967893,0.0,1.0,0.0
Bowdoin College,89.96,149340.0,1776.0,73800.0,94.99,9.16,85.94000000000001,1432.596842000611,0.0,1.0,0.0
Colby College,95.25,138948.0,2155.0,73600.0,90.42,10.27,90.64,1456.0,0.0,1.0,0.0
University of Maine at Augusta,40.26,88068.0,3077.0,16948.0,18.82,77.88746660389297,61.62,1021.56440462401,0.0,0.0,1.0
University of Maine at Farmington,70.24000000000001,88020.0,1509.0,22802.0,60.0,94.61,71.8,1074.4355866978842,0.0,0.0,1.0
University of Maine at Fort Kent,39.74,80244.0,862.0,18521.0,39.06,99.83,67.74,1016.613102602753,0.0,0.0,1.0
University of Maine at Machias,53.190000000000005,87072.0,390.0,18704.0,28.18,88.71131468531101,58.24,1028.374821163854,0.0,0.0,1.0
University of Maine,70.32000000000001,123072.0,8870.0,24581.0,56.46,92.21,77.99000000000001,1067.231095034543,0.0,0.0,1.0
Maine Maritime Academy,77.06,149316.0,925.0,28208.0,74.25,52.14,77.31,1085.0,0.0,0.0,1.0
University of Maine at Presque Isle,45.83,89988.0,911.0,17586.0,31.180000000000003,99.0,70.95,1068.9134868698723,0.0,0.0,1.0
University of New England,54.75,105900.0,2300.0,56844.0,61.260000000000005,87.26,75.26,1151.0412960490107,0.0,1.0,0.0
Maine College of Art & Design,26.21,73524.0,376.0,51962.0,52.1,70.26,64.41,1080.2255006059456,0.0,1.0,0.0
Saint Joseph's College of Maine,100.0,76380.0,1151.0,52614.0,58.940000000000005,86.72999999999999,73.33,1081.0,0.0,1.0,0.0
University of Southern Maine,35.47,111480.0,5018.0,19582.0,36.05,87.92999999999999,69.66,1062.0,0.0,0.0,1.0
Thomas College,47.95,84048.0,757.0,40911.0,50.45,66.02293678622459,75.24,1056.941694202563,0.0,1.0,0.0
Unity College,28.48,66096.0,1188.0,42474.0,46.52,99.77,41.620000000000005,1087.4151689811888,0.0,1.0,0.0
University of Baltimore,61.73,135012.0,1856.0,24521.0,33.629999999999995,79.93,77.5,1018.0,0.0,0.0,1.0
Bowie State University,49.67,106212.0,5286.0,22891.0,43.1,81.21000000000001,76.78,936.0,0.0,0.0,1.0
Capitol Technology University,7.59,85224.0,359.0,40538.0,48.08,84.36,80.25999999999999,1013.7812275387099,0.0,1.0,0.0
Washington Adventist University,19.77,69744.0,703.0,33721.0,42.11,93.95,67.19000000000001,1038.3704905558761,0.0,1.0,0.0
Coppin State University,50.62,98892.0,2084.0,17787.0,30.34,40.2,64.72,902.0,0.0,0.0,1.0
Frostburg State University,71.35000000000001,88980.0,3749.0,24650.0,52.77,73.61,74.42,1024.0,0.0,0.0,1.0
Goucher College,37.69,87996.0,1106.0,62979.0,66.08000000000001,79.41,69.82000000000001,1137.3027066400236,0.0,1.0,0.0
Hood College,41.88,93852.0,1177.0,56168.0,60.760000000000005,71.33,74.69,1167.861720439322,0.0,1.0,0.0
Johns Hopkins University,97.26,185004.0,5752.0,74001.0,94.4,11.06,96.51,1532.0,0.0,1.0,0.0
Loyola University Maryland,96.62,101676.0,3813.0,67196.0,81.13,80.24,86.68,1240.6262540956202,0.0,1.0,0.0
University of Maryland Global Campus,5.29,88080.0,44442.0,19764.0,18.06,88.38511436426101,55.21,1088.1320746259278,0.0,0.0,1.0
University of Maryland Baltimore,41.33,139488.0,863.0,26800.820434404322,39.780350372700745,48.95636479833192,60.877522934643764,1389.4189945176902,0.0,0.0,1.0
University of Maryland-Baltimore County,65.89,127020.0,10838.0,25997.0,70.28,69.48,87.0,1255.0,0.0,0.0,1.0
University of Maryland-College Park,79.86,165156.0,30214.0,27343.0,87.02,50.96000000000001,95.16,1391.0,0.0,0.0,1.0
Maryland Institute College of Art,100.0,106980.0,1327.0,66413.0,73.39,89.83,65.99000000000001,1255.5818214549083,0.0,1.0,0.0
University of Maryland Eastern Shore,71.96000000000001,104472.0,2023.0,24348.0,40.61,62.03,72.83,927.0,0.0,0.0,1.0
Morgan State University,75.08,115980.0,6263.0,23254.0,46.31,73.59,74.19,988.0,0.0,0.0,1.0
Mount St. Mary's University,100.0,94020.0,2009.0,57867.0,63.13999999999999,80.45,75.44,1082.0,0.0,1.0,0.0
Notre Dame of Maryland University,52.85,83076.0,751.0,52667.0,48.6,62.29,65.12,1134.9136590989056,0.0,1.0,0.0
Salisbury University,70.17,101820.0,7023.0,25057.0,68.60000000000001,77.62,77.78,1036.399422833227,0.0,0.0,1.0
St. Mary's College of Maryland,72.34,95064.0,1467.0,30610.0,71.69,79.03,82.5,1190.0,0.0,0.0,1.0
St. John's College,75.94999999999999,70248.0,383.0,50001.0,65.52,61.39,73.22999999999999,1035.8795846232013,0.0,1.0,0.0
Towson University,55.13,94368.0,18629.0,25697.0,73.1,78.8,84.58,1122.0,0.0,0.0,1.0
Stevenson University,30.71,92820.0,3008.0,53066.0,61.83,89.18,79.62,1176.5455861263329,0.0,1.0,0.0
Washington College,79.14,94920.0,1084.0,65405.0,71.5,80.28,78.77,1223.0626593241102,0.0,1.0,0.0
McDaniel College,21.66,82800.0,1804.0,58638.0,62.5,81.13,74.61,1184.9342255342888,0.0,1.0,0.0
American International College,9.5,89724.0,1355.0,51505.0,43.75,69.38,69.97,1015.0,0.0,1.0,0.0
Amherst College,93.91,154128.0,1745.0,76750.0,94.67,11.83,91.49,1497.0,0.0,1.0,0.0
Anna Maria College,22.46,77028.0,1126.0,52919.0,49.7,86.07000000000001,64.68,1067.4308237063713,0.0,1.0,0.0
Assumption University,51.01,101196.0,2006.0,57238.0,73.2,80.92,83.13000000000001,1203.622478943173,0.0,1.0,0.0
Babson College,100.0,211680.0,2435.0,72378.0,94.65,26.97,92.0,1361.0,0.0,1.0,0.0
Bay Path University,21.27,86760.0,1689.0,48102.0,59.69,78.31,69.6,1074.0,0.0,1.0,0.0
Bay State College,16.16,102864.0,670.0,38507.0,18.35,34.14,69.23,1142.3352919957488,1.0,0.0,0.0
Bentley University,66.9,177516.0,4059.0,71094.0,89.57000000000001,57.82000000000001,91.62,1281.0,0.0,1.0,0.0
Berklee College of Music,38.99,121404.0,5951.0,66342.0,65.13,51.6,74.92,1231.03750455323,0.0,1.0,0.0
Boston Architectural College,10.64,75000.0,293.0,35044.0,33.33,54.57455657045482,75.0,1036.672982580443,0.0,1.0,0.0
Boston College,66.31,187296.0,9681.0,75872.0,91.69,26.38,92.6,1433.0,0.0,1.0,0.0
Boston University,72.55,175368.0,16359.0,74911.0,89.03,20.09,92.32,1419.0,0.0,1.0,0.0
Brandeis University,71.39999999999999,159588.0,3481.0,76044.0,89.23,33.4,89.69,1424.0,0.0,1.0,0.0
Bridgewater State University,100.0,118224.0,8760.0,23845.0,59.03,82.31,76.32,1049.0,0.0,0.0,1.0
Cambridge College,100.0,91320.0,1071.0,50836.305880029606,20.0,80.35372751877522,0.0,1180.7764610667618,0.0,1.0,0.0
Clark University,99.56,135684.0,2205.0,58153.0,74.91,47.13,86.61999999999999,1271.0,0.0,1.0,0.0
Curry College,37.580000000000005,123528.0,2164.0,57260.0,54.94,92.71,65.22,1055.0,0.0,1.0,0.0
Dean College,17.88,82008.0,1166.0,59018.0,51.580000000000005,70.52000000000001,71.03,1189.5096235453148,0.0,1.0,0.0
Eastern Nazarene College,33.08,69648.0,541.0,41194.0,38.1,64.38000000000001,65.64999999999999,1030.0,0.0,1.0,0.0
Emerson College,37.12,122064.0,3702.0,72119.0,78.53,41.05,80.32000000000001,1302.0,0.0,1.0,0.0
Emmanuel College,54.97,99924.0,1785.0,58787.0,61.63999999999999,75.52,73.88,1202.0,0.0,1.0,0.0
Endicott College,25.74,127896.0,3003.0,52642.0,78.51,70.39999999999999,83.22,1176.316678505014,0.0,1.0,0.0
Fisher College,17.84,71676.0,1179.0,48411.0,34.92,77.72,63.06,938.0,0.0,1.0,0.0
Fitchburg State University,53.45,113616.0,3582.0,22881.0,57.92,87.99,76.6,1098.8550176574163,0.0,0.0,1.0
Framingham State University,64.78,112896.0,3384.0,25810.0,60.650000000000006,78.53,69.13,1044.0,0.0,0.0,1.0
Gordon College,77.48,87264.0,1428.0,51869.0,72.22,68.27,84.42,1159.0,0.0,1.0,0.0
Hampshire College,82.76,98688.0,517.0,67079.0,66.05,58.81999999999999,73.68,1224.0743900326324,0.0,1.0,0.0
Harvard University,86.96000000000001,253716.0,6099.0,75914.0,97.63,5.01,75.67,1520.0,0.0,1.0,0.0
College of the Holy Cross,89.42999999999999,139176.0,2962.0,71448.0,92.76,37.940000000000005,88.78,1371.0,0.0,1.0,0.0
Lasell University,37.44,99888.0,1481.0,54730.0,62.48,84.54,80.78999999999999,1083.0,0.0,1.0,0.0
Lesley University,22.48,102600.0,1814.0,47620.0,60.07,83.81,67.30000000000001,1145.4431677964897,0.0,1.0,0.0
University of Massachusetts-Lowell,63.98,146712.0,13364.0,29174.0,68.73,75.2,83.96000000000001,1232.0,0.0,0.0,1.0
University of Massachusetts-Amherst,80.9,152484.0,23884.0,31749.0,83.28999999999999,65.32,89.13,1307.0,0.0,0.0,1.0
University of Massachusetts-Boston,63.1,135888.0,12213.0,28910.0,49.44,79.67999999999999,75.99000000000001,1211.752930115423,0.0,0.0,1.0
MCPHS University,35.02,122988.0,3950.0,54955.0,70.30999999999999,91.12,81.69,1096.0,0.0,1.0,0.0
Massachusetts College of Art and Design,99.17,120696.0,1697.0,29569.0,74.09,70.27,73.02,1055.412927870528,0.0,0.0,1.0
Massachusetts Institute of Technology,98.86,235680.0,4360.0,73160.0,95.58,7.26,97.64,1550.0,0.0,1.0,0.0
Massachusetts Maritime Academy,65.22,103584.0,1537.0,28602.0,84.69,92.48,87.1,1117.0,0.0,0.0,1.0
Merrimack College,50.35,103188.0,4058.0,59617.0,73.54,81.64,83.53,1157.0294407843437,0.0,1.0,0.0
MGH Institute of Health Professions,79.86,110880.0,164.0,20506.32718566736,31.19582371196648,68.85609230580235,49.65927510638012,1277.454966299075,0.0,1.0,0.0
Montserrat College of Art,22.08,79452.0,354.0,52124.0,64.36,77.67396967369235,78.64,1109.4165812124322,0.0,1.0,0.0
Mount Holyoke College,91.77,130380.0,1912.0,69578.0,84.15,52.470000000000006,81.25,1367.0,0.0,1.0,0.0
The New England Conservatory of Music,28.44,73608.0,386.0,70360.0,70.67,36.27,82.05,1149.0746164930522,0.0,1.0,0.0
Nichols College,35.370000000000005,90288.0,1250.0,52520.0,54.66,80.36999999999999,71.85000000000001,1153.0889094967667,0.0,1.0,0.0
Massachusetts College of Liberal Arts,65.47,108312.0,1036.0,24458.0,52.99,87.68,71.58,1066.0,0.0,0.0,1.0
Northeastern University,74.88,160488.0,15130.0,73196.0,89.83,20.48,96.79,1492.0,0.0,1.0,0.0
College of Our Lady of the Elms,36.16,86424.0,1020.0,50266.0,64.17,69.78,79.21000000000001,1087.0,0.0,1.0,0.0
Regis College,34.07,92520.0,1236.0,61605.0,64.11,84.08,80.19,1172.7382944176502,0.0,1.0,0.0
Salem State University,99.02,112980.0,5293.0,26423.0,59.36,86.75,73.52,1097.0174357616127,0.0,0.0,1.0
Simmons University,26.53,96660.0,1731.0,60221.0,79.21000000000001,82.55,84.3,1168.0,0.0,1.0,0.0
Smith College,84.64,144744.0,2183.0,75169.0,86.53,36.52,77.09,1421.7233589227333,0.0,1.0,0.0
Springfield College,100.0,94992.0,2184.0,55078.0,72.78,63.41,85.07000000000001,1239.0,0.0,1.0,0.0
University of Massachusetts-Dartmouth,73.94,129288.0,5896.0,28948.0,51.95,76.18,71.03,1094.0,0.0,0.0,1.0
Stonehill College,63.13999999999999,114924.0,2421.0,62253.0,81.91000000000001,68.96,85.74000000000001,1219.6464137282526,0.0,1.0,0.0
Suffolk University,58.37,142620.0,4397.0,57850.0,60.370000000000005,85.9,72.78,1113.0,0.0,1.0,0.0
Tufts University,64.56,151392.0,6053.0,76151.0,93.91,16.3,92.24,1474.0,0.0,1.0,0.0
Wellesley College,79.62,149820.0,2260.0,75198.0,93.74,20.41,92.65,1446.0,0.0,1.0,0.0
Wentworth Institute of Technology,100.0,111096.0,4143.0,52232.0,69.05,93.54,80.42,1192.0,0.0,1.0,0.0
Western New England University,71.67999999999999,115212.0,2551.0,52924.0,63.79,89.42999999999999,78.25999999999999,1271.1050962244735,0.0,1.0,0.0
Westfield State University,49.89,120012.0,4343.0,24844.0,63.09,92.44,72.92,1054.0,0.0,0.0,1.0
Wheaton College (Massachusetts),67.04,112128.0,1666.0,70453.0,77.53999999999999,77.09,87.36,1282.0,0.0,1.0,0.0
Williams College,85.37,158268.0,1917.0,75520.0,95.97,15.12,90.48,1436.2541999274206,0.0,1.0,0.0
Worcester Polytechnic Institute,87.62,151224.0,4804.0,69233.0,88.99000000000001,59.05,95.25,1390.925288600521,0.0,1.0,0.0
Worcester State University,50.59,110316.0,4648.0,21870.0,58.56,81.03,79.82000000000001,1097.0,0.0,0.0,1.0
Adrian College,43.27,75744.0,1749.0,54621.0,53.91,61.21,65.74,1043.0,0.0,1.0,0.0
Albion College,75.0,87084.0,1497.0,62041.0,67.7,74.44,73.49,1062.0,0.0,1.0,0.0
Alma College,63.63999999999999,88416.0,1404.0,55662.0,70.78999999999999,66.73,82.55,1156.8316537256917,0.0,1.0,0.0
Andrews University,100.0,62136.0,1381.0,40948.0,60.7,48.78,85.3,1205.0,0.0,1.0,0.0
Aquinas College,47.42,75720.0,1253.0,43921.0,64.59,70.91,71.6,1123.0,0.0,1.0,0.0
Baker College,11.44,72420.0,5009.0,19593.0,19.43,53.76,60.59,1025.5516879523996,0.0,1.0,0.0
Calvin University,99.12,104556.0,3096.0,50191.0,75.42,73.21,87.0,1229.0,0.0,1.0,0.0
Central Michigan University,76.37,119460.0,12909.0,25078.0,63.580000000000005,68.67,80.04,1113.0,0.0,0.0,1.0
Cleary University,8.57,65004.0,509.0,35998.0,56.36,65.25999999999999,81.52000000000001,1044.1901584812172,0.0,1.0,0.0
Concordia University Ann Arbor,82.61,68628.0,900.0,45348.0,41.99,60.96,68.04,1105.0,0.0,1.0,0.0
College for Creative Studies,100.0,126876.0,1392.0,57085.0,54.74,55.38,69.69,1163.6169739805805,0.0,1.0,0.0
Davenport University,23.09,82128.0,4508.0,31321.0,52.18000000000001,92.56,78.57,1071.0115538169762,0.0,1.0,0.0
University of Detroit Mercy,100.0,115800.0,2424.0,38440.0,72.92999999999999,79.5,86.19,1165.0,0.0,1.0,0.0
Eastern Michigan University,98.85,117492.0,13148.0,24994.0,46.95,75.18,71.83,1098.0,0.0,0.0,1.0
Ferris State University,69.32000000000001,114984.0,9575.0,23106.0,50.05,82.46,78.86999999999999,1058.0,0.0,0.0,1.0
Kettering University,100.0,106896.0,1639.0,58080.0,67.03,74.13,93.33,1278.0,0.0,1.0,0.0
Cornerstone University,100.0,75336.0,1399.0,35814.0,65.31,86.97,85.61,1067.0,0.0,1.0,0.0
Grand Valley State University,72.7,111888.0,20265.0,24280.0,68.53,87.52,83.14,1179.1966283305348,0.0,0.0,1.0
Great Lakes Christian College,100.0,42420.0,159.0,26764.0,14.29,81.13374253120661,52.63,994.1494404930675,0.0,1.0,0.0
Hope College,67.09,100032.0,2963.0,48607.0,75.53999999999999,77.83,87.03,1219.0,0.0,1.0,0.0
